"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47"
"1",0,-0.0208763897855666,0.0237463216226826,0.0042089885908842,-0.0276716528295638,0.0240663681491213,-0.124472527399317,0.00397724480893944,-0.160625741338141,0.0470441759749005,-0.112885343640841,-0.0542522442932169,0.0767325580628568,-0.00710006043414533,-0.00206174758350642,0.00605964618122527,0.0303223805385806,0.034447825385388,0.0263407069224109,-0.00265787746593482,0.0600726090842134,0.00685781151024667,0.0332574463356268,0.0784534226041384,-0.00265500157565451,0.0215970299398336,-0.157389431914529,0.00736336955888954,0.0296727864934369,-0.0237851299749391,0.10092756795861,0.0712520245393166,-0.0137110988829278,0.0110766657202383,-0.0887433095396302,-0.0309120527720573,-0.0167938168970989,0.00969779321190562,0.0365971587281565,-0.0579546729723544,-0.0238695717369485,-0.0217388197164261,-0.0420826912668341,-0.0460817181538244,0.0961265938725576,0.0842425915791493,-0.0745202676509527
"2",-0.0208763897855666,0,0.0333514716074204,0.00316899353615804,-0.0538504158844635,0.0777142234015916,0.0492364217723969,0.0445976397559359,0.0347462623861776,0.0691885870314188,0.0836955646848351,-0.007988024205201,0.0428712638737535,9.69413063943782e-05,-0.00220120382345716,-0.00540207880139605,0.0504820314471701,-0.0464186224314316,0.00362467571120632,0.0109325165378259,0.108229061365066,0.118280990143816,0.0956621478950341,0.0691119457425003,0.00232236474497166,-0.00700390435566082,0.152789011288669,0.000908009859935618,0.109750631233107,0.00550004275167998,0.0652284003720599,0.0631946038512096,0.0291669401164115,-0.0018083114034179,0.0923680642462987,0.107588662255934,0.00654919993340856,0.0026379887132335,0.0556662989234359,0.123543912792576,0.0661729840259555,0.00142059350097846,0.08070664341545,0.0883571128605543,-0.048101354412804,0.0154984166020458,0.0589315601721585
"3",0.0237463216226826,0.0333514716074204,0,0.00462659817556038,0.143382503470498,0.0255219128442726,0.160669495989202,0.0212414166103632,-0.0367549511606488,0.102806225697865,-0.066636960315945,-0.0144245479304179,0.144461355090753,-0.00864500923864253,0.00118172429056334,0.00513623836405257,0.194105364606528,0.0430703803319166,0.000189570921816411,0.000809970442537354,0.0322391276131974,0.0171680375539463,0.0584791109187215,0.0511570394233798,0.000463443082665665,-0.0103283347032052,0.238438964890681,0.0050359146193462,0.168506354248317,-0.00385500084783246,-0.00344652200688348,-0.0375527492525167,-0.00138569378205857,-4.29144394742828e-05,-0.0330817952888455,0.112072837005969,0.0216864175585515,0.000691026864412179,-0.00932122827518316,0.00901283381395309,0.0157535999994537,-0.0223287570730308,0.0365300279995067,0.0184474222420664,-0.0431552416080552,-0.0839810440019278,-0.0163673745598925
"4",0.0042089885908842,0.00316899353615804,0.00462659817556038,0,0.0328521485477157,-0.00176029392056188,0.0378820642495698,0.0961976022552665,0.105609098460067,0.070631805938637,0.0385865793319434,0.00136024545788348,0.0188657045233002,-0.00322595722433766,0.0195233023483167,0.000308936341956751,-0.0121185150494418,0.055225977512972,0.0304795825707142,0.0361991180387733,0.0147735533787412,0.00789446715544269,-0.0160574236712277,0.0217066392083747,-0.0111650723230438,-0.000237898781222957,0.0208622549039434,0.00385614942653539,-0.010654903330875,0.00152262559555599,0.0238739711783642,-0.0143852559238232,0.0369875633912449,0.00748623423833048,-0.108029854620938,0.0127696714576647,0.00751651741903924,0.00533566092419159,0.0389232833254306,-0.0450059453231295,-0.0168860380434939,0.0282119562183904,0.0723039850095654,0.0591585226195828,-0.0881173652965887,-0.0335593265149163,0.0196618187326064
"5",-0.0276716528295638,-0.0538504158844635,0.143382503470498,0.0328521485477157,0,0.183068081884412,0.191023940143489,0.0190742850946529,0.0522567527865769,0.0894132172410066,0.119299334478636,0.0154100442437819,-0.00442511170118283,-0.0129301927674468,0.00606935560613092,-0.0108177024339918,0.110848753034352,0.0076058482874086,0.00343414300651483,0.00438559783797849,0.0471822962285785,0.00503374273457035,0.0461454962082398,0.0736771368865936,0.00381563275286226,-0.0118685108964665,0.292492955884944,0.00222211080241918,0.32127061516155,-0.00651081249528885,0.0081569699995643,0.0370740447212608,0.00333956156695487,-0.000380170856573777,0.154820005563311,0.173792138780825,0.0121251267881928,0.000265075325331102,0.00725334900774562,0.0264136862731739,0.25809540615037,0.103305258868716,-0.00850672197340618,0.0332273078201386,-0.085938678551325,-0.00829090249384426,0.0209319482183751
"6",0.0240663681491213,0.0777142234015916,0.0255219128442726,-0.00176029392056188,0.183068081884412,0,0.0332104651807796,-0.0118453346795041,-0.0410058301374736,0.361523093890739,0.164688028548907,-0.0519212422515817,0.314207807088876,-0.0192973449506208,0.0104678488647756,-0.019906254000412,0.0978115172949857,-0.0479581064260438,-0.00893036734234407,-0.00181689462886432,0.0414895788341305,0.203384396180075,0.292602401567068,0.366507333765061,0.00759118717689893,-0.0161141924508486,0.163107432364644,0.000664079878233978,0.202812916956437,-0.0275993423199658,0.401735335120057,0.387273453217392,0.0133571078001081,-0.00208487141347101,0.143598163851559,0.298675366673836,-0.0154010780750123,0.0024097481291793,0.00943335417677262,0.0248758710626068,0.0915658336583097,0.0951365528678533,0.00103069763855808,0.0780283342221434,0.134306746588457,-0.0217903563274978,0.0343083469441991
"7",-0.124472527399317,0.0492364217723969,0.160669495989202,0.0378820642495698,0.191023940143489,0.0332104651807796,0,0.00625721911189507,0.0922419021140577,0.0256034214697196,0.0351388971655088,0.0897811690544437,0.0976620901056289,-7.54621726327668e-05,-0.00679533373684428,-0.00706379425708811,0.143388233504023,-0.00475842560189002,-0.00704247351713503,0.00909140134095697,0.133536977935944,0.0778109002726619,0.0370347785430215,-0.0606446370932465,0.0123611220856926,-0.011266612164858,0.310646896023143,0.000261176575158967,0.268858761130263,0.0324932651319056,-0.0666864498990901,-0.0483199374975654,0.0276840912360505,0.000586533555314757,0.190563705117798,0.0391113729153373,-0.00373303316892859,0.000409895739504676,0.00613396398722813,-0.0143887199115038,0.177092201061642,0.149075393260956,0.00091526100914517,0.0311706575504572,-0.116030256814487,-0.0208018217615251,0.0890841227351047
"8",0.00397724480893944,0.0445976397559359,0.0212414166103632,0.0961976022552665,0.0190742850946529,-0.0118453346795041,0.00625721911189507,0,0.0710414442949433,0.0684202432631624,0.0605654483261066,0.0547646880005749,-0.0343123570127668,-0.00554813633065947,0.00764733134050339,-0.000389140193121667,-0.0374448075962621,0.0100669470988512,0.0285737170696009,0.00725545424966572,0.0909209710526458,0.00911941780116663,-0.0554259322266123,-0.00157969652504064,-0.0119468541340463,0.00351554145069666,0.0824925486389825,0.000410378385709,0.0465088557221231,0.0126913003102463,-0.0303121989685784,0.0651852202655066,0.00992361231959539,0.00129988080443565,-0.0361837913424766,-0.0180429614372604,0.0545940824050583,0.000317807557132339,0.0686526864433662,0.0482102516325686,0.00722992189519718,-0.00630012596005403,0.117824649648872,0.0483317543878953,-0.0716682658239096,-0.0217509654453301,0.0530166949792021
"9",-0.160625741338141,0.0347462623861776,-0.0367549511606488,0.105609098460067,0.0522567527865769,-0.0410058301374736,0.0922419021140577,0.0710414442949433,0,-0.0509643451145365,0.0535024740934916,0.0428886042286994,-0.0709273241663176,-0.00640408560113547,-0.00533651187643324,0.00511998322200452,-0.0276593672795271,-0.022079253063339,0.00546667177348917,0.0128772920853678,-0.00837368610289765,0.00643718093684113,0.0304475519920128,0.0181335368320374,0.00952079131529462,0.00937864350545966,0.0883662518734163,0.00122546925853692,0.0523132535448589,0.0174297932060625,-0.0372254543538827,-0.0110902383783499,0.0242891900390313,0.00121856985853719,0.0231705513197806,0.0244676251959736,0.0233700037054098,0.000222613357664637,0.00269409932562231,0.105939458508668,0.062786773483756,0.0498454668037869,0.091977890275076,0.0536982084008079,-0.0624559409014744,-0.0314131002970666,0.0942579329870901
"10",0.0470441759749005,0.0691885870314188,0.102806225697865,0.070631805938637,0.0894132172410066,0.361523093890739,0.0256034214697196,0.0684202432631624,-0.0509643451145365,0,0.111415645488155,-0.00179847987724636,0.146679296814298,0.00778396214906469,0.0299306579327515,0.00154012243507866,0.0406974311867952,0.0815161391066734,0.00694213436302122,0.00916111164411166,0.0176529327311322,-0.0100404047671017,0.0937709674545021,0.161211757124712,-0.0181191977019762,-0.00373267541129545,0.137520446769491,0.00291980061533297,0.0806861768476353,-0.0103037314685768,0.167328965246981,0.115005899243939,-0.00767651562458641,-0.000208133751945974,-0.0366108375465406,0.248526277823663,0.0362482790094002,-0.00192174988719382,0.0495429739897982,0.015391207112838,0.0490748511981362,0.0323987293390775,0.0786829058967115,0.0301877781262498,0.1076459865912,-0.0682948308049813,0.019711202589158
"11",-0.112885343640841,0.0836955646848351,-0.066636960315945,0.0385865793319434,0.119299334478636,0.164688028548907,0.0351388971655088,0.0605654483261066,0.0535024740934916,0.111415645488155,0,0.148533706475161,0.0651955525259502,0.00743324373712988,0.0217976890763638,-0.0117840229483324,0.0328364676324265,0.097460083288041,-0.00565166912935686,0.00334492496727407,-0.0237960607621193,0.126607901066412,0.141969022291007,0.00631405282630379,0.0310931411329976,-0.0044583327469173,0.189580968743162,0.00107294279076445,0.169426654601262,0.0851432193070726,0.0235275761262807,0.0646549706310739,0.000750949103264243,-0.00354561951102347,0.219073410384024,0.0960930246042326,0.0705937181587874,-0.00218366279887821,0.00645293067106451,0.0039497258006068,0.0283123246846759,0.0366144782107743,0.0775721300100455,0.0690447057777292,-0.112867450649369,-0.0635985697724193,0.15710457570785
